"person_id","sex","race","start_year","end_year","start_date","end_date","supervision_type","end_reason","offense_category"
"10136354","Male","Missing",2019,2019,2019-09-20,2019-10-25,"Probation","Completed","Drugs"
"10136365","Male","White, non-Hispanic",2021,2023,2021-10-14,2023-09-09,"Probation","Completed","Violent"
"10136374","Male","Missing",2020,NA,2020-09-16,NA,"Probation",NA,"Violent"
"10136375","Male","Black, non-Hispanic",2022,NA,2022-02-20,NA,"Parole",NA,"Property"
"10136381","Male","Missing",1991,NA,1991-07-02,NA,"Probation",NA,"Violent"
"10136412","Male","White, non-Hispanic",2022,2022,2022-03-16,2022-06-30,"Probation","Completed","Violent"
"10136423","Male","White, non-Hispanic",2020,NA,2020-09-16,NA,"Probation",NA,"Violent"
"10136426","Female","Missing",2018,NA,2018-10-30,NA,"Probation",NA,"Violent"
"10136427","Male","White, non-Hispanic",2023,2023,2023-07-01,2023-08-14,"Probation","Completed","Other"
"10136450","Male","White, non-Hispanic",2018,2023,2018-12-28,2023-03-24,"Probation","Completed","Other"
"10136466","Male","Missing",2015,2021,2015-11-19,2021-11-05,"Probation","Completed","Violent"
"10136472","Male","Missing",2013,NA,2013-01-16,NA,"Probation",NA,"Violent"
"10136500","Male","Hispanic, any race",2015,2019,2015-02-17,2019-07-14,"Parole","Completed","Violent"
"10136538","Male","Black, non-Hispanic",2022,2022,2022-03-17,2022-12-07,"Probation","Completed","Other"
"10136552","Female","Black, non-Hispanic",2018,2020,2018-06-03,2020-04-11,"Probation","Revoked","Drugs"
"10136584","Male","Black, non-Hispanic",2017,2020,2017-04-27,2020-01-05,"Probation","Revoked","Other"
"10136589","Male","White, non-Hispanic",2019,NA,2019-09-04,NA,"Probation",NA,"Drugs"
"10136614","Female","White, non-Hispanic",2017,2021,2017-09-22,2021-12-29,"Probation","Other","Drugs"
"10136616","Male","White, non-Hispanic",2015,2020,2015-12-14,2020-04-01,"Probation","Revoked","Property"
"10136623","Male","White, non-Hispanic",2021,2021,2021-08-11,2021-09-26,"Probation","Other","Property"
"10136635","Female","White, non-Hispanic",2023,2023,2023-07-30,2023-08-31,"Probation","Completed","Property"
"10136654","Male","White, non-Hispanic",2021,2023,2021-09-07,2023-03-14,"Parole","Completed","Drugs"
"10136667","Male","White, non-Hispanic",2017,2019,2017-04-27,2019-12-28,"Probation","Other","Other"
"10136705","Male","White, non-Hispanic",2020,2022,2020-08-06,2022-04-09,"Probation","Revoked","Drugs"
"10136710","Male","White, non-Hispanic",2019,2019,2019-06-06,2019-07-11,"Probation","Revoked","Violent"
"10136717","Female","White, non-Hispanic",2019,2019,2019-03-15,2019-08-04,"Probation","Completed","Drugs"
"10136762","Male","Black, non-Hispanic",2019,2021,2019-06-27,2021-02-07,"Probation","Completed","Drugs"
"10136783","Male","White, non-Hispanic",2019,2019,2019-11-28,2019-12-28,"Probation","Completed","Property"
"10136789","Male","White, non-Hispanic",2019,2020,2019-02-28,2020-08-06,"Probation","Completed","Drugs"
"10136816","Male","Hispanic, any race",2019,2020,2019-03-14,2020-10-01,"Probation","Revoked","Violent"
"10136844","Male","White, non-Hispanic",2020,2020,2020-02-19,2020-05-18,"Parole","Revoked","Violent"
"10136852","Male","Other, non-Hispanic",2009,2020,2009-06-30,2020-10-25,"Probation","Completed","Violent"
"10136860","Female","White, non-Hispanic",2018,2021,2018-10-21,2021-08-28,"Probation","Completed","Property"
"10136893","Male","Black, non-Hispanic",2015,2021,2015-02-13,2021-12-02,"Parole","Completed","Other"
"10136908","Male","Black, non-Hispanic",2020,2021,2020-02-11,2021-04-10,"Parole","Completed","Other"
"10136910","Male","White, non-Hispanic",2023,NA,2023-05-08,NA,"Parole",NA,"Drugs"
"10136912","Male","Missing",2015,2019,2015-09-19,2019-11-23,"Probation","Completed","Violent"
"10136912","Male","Missing",2021,2022,2021-03-25,2022-11-20,"Parole","Revoked","Other"
"10136913","Male","Black, non-Hispanic",2018,2020,2018-10-13,2020-10-09,"Probation","Revoked","Other"
"10136941","Male","Black, non-Hispanic",2016,NA,2016-11-15,NA,"Probation",NA,"Violent"
"10136952","Female","White, non-Hispanic",2020,2022,2020-07-23,2022-12-12,"Probation","Revoked","Property"
"10136954","Male","White, non-Hispanic",2021,2021,2021-05-25,2021-05-27,"Parole","Other","Drugs"
"10136969","Male","White, non-Hispanic",2022,2023,2022-05-06,2023-06-03,"Parole","Completed","Drugs"
"10137000","Male","Black, non-Hispanic",2000,NA,2000-04-09,NA,"Probation",NA,"Violent"
"10137005","Male","Other, non-Hispanic",2023,NA,2023-08-18,NA,"Parole",NA,"Property"
"10137015","Male","Black, non-Hispanic",2018,2022,2018-04-01,2022-07-04,"Parole","Completed","Other"
"10137015","Male","Black, non-Hispanic",2020,2022,2020-08-15,2022-01-20,"Probation","Completed","Other"
"10137029","Male","Missing",2018,NA,2018-11-23,NA,"Probation",NA,"Violent"
"10137061","Male","White, non-Hispanic",2018,2019,2018-08-13,2019-08-23,"Probation","Completed","Violent"
"10137080","Male","White, non-Hispanic",2014,2020,2014-04-14,2020-01-15,"Parole","Other","Violent"
"10137087","Male","White, non-Hispanic",2023,2023,2023-09-08,2023-10-06,"Probation","Revoked","Drugs"
"10137097","Male","Black, non-Hispanic",2021,2023,2021-11-27,2023-09-09,"Probation","Revoked","Other"
"10137110","Male","Hispanic, any race",2019,2020,2019-06-06,2020-11-10,"Parole","Revoked","Drugs"
"10137131","Male","Missing",2022,2022,2022-09-01,2022-12-28,"Parole","Completed","Other"
"10137149","Male","Missing",2021,2021,2021-05-10,2021-06-17,"Parole","Completed","Property"
"10137149","Male","Missing",2021,2023,2021-12-04,2023-07-01,"Probation","Completed","Other"
"10137151","Female","White, non-Hispanic",2019,2020,2019-07-16,2020-09-13,"Parole","Completed","Property"
"10137151","Female","White, non-Hispanic",2020,2021,2020-03-13,2021-06-11,"Probation","Other","Property"
"10137152","Male","White, non-Hispanic",2022,2022,2022-06-13,2022-07-03,"Parole","Completed","Property"
"10137155","Male","Black, non-Hispanic",2013,NA,2013-09-23,NA,"Parole",NA,"Violent"
"10137157","Female","White, non-Hispanic",2019,2021,2019-09-04,2021-07-23,"Probation","Revoked","Drugs"
"10137179","Male","Black, non-Hispanic",2021,2021,2021-08-26,2021-09-16,"Probation","Completed","Other"
"10137211","Male","Other, non-Hispanic",2019,2020,2019-02-10,2020-12-22,"Probation","Completed","Drugs"
"10137220","Male","White, non-Hispanic",2021,2021,2021-05-22,2021-09-11,"Parole","Completed","Property"
"10137258","Male","White, non-Hispanic",2022,NA,2022-06-23,NA,"Probation",NA,"Property"
"10137264","Male","White, non-Hispanic",2013,2022,2013-07-09,2022-10-21,"Probation","Completed","Property"
"10137267","Male","White, non-Hispanic",2022,2022,2022-08-11,2022-10-22,"Probation","Completed","Property"
"10137287","Male","Black, non-Hispanic",2020,2022,2020-08-09,2022-02-01,"Parole","Revoked","Drugs"
"10137314","Male","White, non-Hispanic",2023,2023,2023-09-16,2023-12-09,"Parole","Other","Drugs"
"10137322","Male","Black, non-Hispanic",2019,2019,2019-01-28,2019-10-20,"Probation","Other","Property"
"10137328","Male","White, non-Hispanic",2021,2021,2021-04-11,2021-05-31,"Probation","Completed","Property"
"10137328","Male","White, non-Hispanic",2023,2023,2023-03-27,2023-09-17,"Probation","Other","Property"
"10137344","Male","White, non-Hispanic",2023,NA,2023-11-18,NA,"Parole",NA,"Violent"
"10137353","Male","Hispanic, any race",2021,2022,2021-05-26,2022-09-25,"Probation","Completed","Property"
"10137356","Male","Hispanic, any race",2021,2023,2021-03-02,2023-10-23,"Probation","Revoked","Property"
"10137360","Female","White, non-Hispanic",2018,2020,2018-07-10,2020-01-13,"Probation","Revoked","Drugs"
"10137361","Male","Black, non-Hispanic",2022,NA,2022-05-26,NA,"Probation",NA,"Other"
"10137362","Male","White, non-Hispanic",2019,2020,2019-08-03,2020-12-09,"Probation","Completed","Other"
"10137388","Male","Black, non-Hispanic",2014,2020,2014-01-23,2020-03-24,"Probation","Completed","Violent"
"10137429","Male","Black, non-Hispanic",2019,2019,2019-04-23,2019-12-22,"Parole","Completed","Drugs"
"10137431","Male","White, non-Hispanic",2021,2022,2021-06-04,2022-12-31,"Parole","Other","Drugs"
"10137437","Male","Black, non-Hispanic",2020,2023,2020-10-27,2023-03-18,"Probation","Other","Other"
"10137460","Male","Missing",2019,2021,2019-11-12,2021-09-07,"Probation","Other","Drugs"
"10137468","Male","White, non-Hispanic",2019,NA,2019-04-02,NA,"Probation",NA,"Other"
"10137469","Male","White, non-Hispanic",2003,2020,2003-07-25,2020-02-12,"Probation","Other","Violent"
"10137517","Male","Black, non-Hispanic",2023,2023,2023-09-02,2023-10-17,"Parole","Other","Drugs"
"10137538","Male","White, non-Hispanic",2017,2020,2017-11-02,2020-10-19,"Probation","Completed","Drugs"
"10137551","Male","White, non-Hispanic",2019,2020,2019-05-09,2020-07-17,"Parole","Completed","Drugs"
"10137563","Male","Other, non-Hispanic",2021,2021,2021-08-02,2021-11-15,"Probation","Other","Drugs"
"10137612","Male","Black, non-Hispanic",2009,2020,2009-03-03,2020-10-26,"Probation","Completed","Violent"
"10137626","Male","White, non-Hispanic",2020,NA,2020-06-21,NA,"Parole",NA,"Missing"
"10137635","Male","Hispanic, any race",2020,NA,2020-03-01,NA,"Probation",NA,"Violent"
"10137637","Male","Missing",2021,2021,2021-02-05,2021-12-19,"Probation","Other","Property"
"10137645","Male","Missing",2020,2020,2020-04-30,2020-08-04,"Probation","Other","Violent"
"10137650","Male","White, non-Hispanic",2020,2020,2020-03-09,2020-06-26,"Parole","Completed","Property"
"10137655","Male","Black, non-Hispanic",2008,2022,2008-12-18,2022-09-04,"Probation","Other","Violent"
"10137695","Male","White, non-Hispanic",2021,2021,2021-08-11,2021-09-23,"Parole","Revoked","Drugs"
"10137699","Male","Black, non-Hispanic",2017,NA,2017-11-13,NA,"Parole",NA,"Violent"
"10137700","Male","White, non-Hispanic",2023,NA,2023-10-10,NA,"Probation",NA,"Violent"
"10137707","Female","Missing",2022,2022,2022-03-30,2022-12-25,"Probation","Completed","Property"
"10137720","Female","Missing",2021,NA,2021-06-26,NA,"Probation",NA,"Other"
"10137725","Female","Hispanic, any race",2022,2023,2022-01-27,2023-08-26,"Probation","Completed","Violent"
"10137749","Male","White, non-Hispanic",2017,2020,2017-07-04,2020-07-07,"Probation","Other","Violent"
"10137776","Male","Missing",2020,2020,2020-07-17,2020-10-11,"Probation","Completed","Property"
"10137780","Female","Black, non-Hispanic",2022,2022,2022-03-05,2022-08-01,"Probation","Completed","Other"
"10137787","Male","White, non-Hispanic",2019,2022,2019-04-05,2022-03-08,"Probation","Completed","Drugs"
"10137806","Male","White, non-Hispanic",2018,2020,2018-08-12,2020-10-16,"Probation","Completed","Other"
"10137806","Male","White, non-Hispanic",2020,2020,2020-07-14,2020-11-06,"Parole","Other","Violent"
"10137838","Male","Missing",2023,2023,2023-03-18,2023-11-09,"Probation","Other","Drugs"
"10137840","Female","White, non-Hispanic",2023,2023,2023-01-24,2023-03-13,"Probation","Revoked","Property"
"10137841","Female","Hispanic, any race",2020,2022,2020-06-29,2022-03-29,"Probation","Revoked","Property"
"10137878","Male","White, non-Hispanic",2022,2023,2022-03-26,2023-07-06,"Parole","Revoked","Violent"
"10137884","Male","White, non-Hispanic",2020,2021,2020-04-26,2021-12-23,"Probation","Completed","Property"
"10137902","Male","White, non-Hispanic",2019,2019,2019-04-20,2019-10-28,"Parole","Revoked","Property"
"10137931","Male","White, non-Hispanic",2021,2022,2021-04-03,2022-09-14,"Probation","Completed","Other"
"10137957","Male","Black, non-Hispanic",2019,2021,2019-04-14,2021-02-27,"Probation","Completed","Drugs"
"10137970","Male","White, non-Hispanic",2019,2019,2019-01-14,2019-08-12,"Probation","Other","Property"
"10138002","Male","White, non-Hispanic",2013,2019,2013-04-15,2019-06-17,"Probation","Completed","Violent"
"10138007","Male","White, non-Hispanic",2017,2023,2017-06-12,2023-11-29,"Probation","Completed","Other"
"10138022","Male","Missing",2021,2023,2021-08-16,2023-06-21,"Parole","Completed","Property"
"10138070","Male","White, non-Hispanic",2018,2020,2018-07-31,2020-12-04,"Probation","Completed","Property"
"10138076","Male","White, non-Hispanic",2016,2021,2016-08-03,2021-06-29,"Probation","Completed","Property"
"10138079","Male","Missing",2021,2021,2021-03-22,2021-12-18,"Parole","Completed","Property"
"10138088","Female","White, non-Hispanic",2019,2020,2019-03-12,2020-12-28,"Parole","Revoked","Drugs"
"10138088","Female","White, non-Hispanic",2020,2020,2020-07-19,2020-12-05,"Probation","Completed","Violent"
"10138108","Male","Missing",2023,NA,2023-05-27,NA,"Probation",NA,"Other"
"10138116","Male","White, non-Hispanic",2007,2023,2007-07-18,2023-01-06,"Probation","Revoked","Violent"
"10138157","Male","White, non-Hispanic",2018,2020,2018-08-06,2020-05-13,"Parole","Revoked","Property"
"10138160","Male","Black, non-Hispanic",2016,NA,2016-06-30,NA,"Parole",NA,"Violent"
"10138190","Male","White, non-Hispanic",2020,2021,2020-09-18,2021-12-13,"Probation","Completed","Violent"
"10138190","Male","White, non-Hispanic",2021,2022,2021-05-23,2022-08-30,"Probation","Completed","Other"
"10138199","Male","White, non-Hispanic",2018,2019,2018-06-12,2019-10-12,"Probation","Completed","Drugs"
"10138205","Male","White, non-Hispanic",2018,2019,2018-03-27,2019-07-26,"Probation","Completed","Property"
"10138218","Male","White, non-Hispanic",2018,2023,2018-08-25,2023-08-13,"Probation","Revoked","Violent"
"10138301","Female","White, non-Hispanic",2019,2019,2019-07-23,2019-09-12,"Parole","Revoked","Drugs"
"10138325","Male","Black, non-Hispanic",2019,NA,2019-07-21,NA,"Probation",NA,"Other"
"10138331","Male","Black, non-Hispanic",2007,2020,2007-08-26,2020-03-23,"Probation","Completed","Drugs"
"10138342","Male","White, non-Hispanic",2022,NA,2022-09-18,NA,"Parole",NA,"Violent"
"10138359","Male","White, non-Hispanic",2022,2022,2022-02-05,2022-05-20,"Probation","Completed","Drugs"
"10138378","Male","White, non-Hispanic",2015,NA,2015-08-04,NA,"Parole",NA,"Drugs"
"10138431","Male","Hispanic, any race",2019,2019,2019-02-03,2019-07-19,"Parole","Completed","Property"
"10138439","Male","Hispanic, any race",2015,2020,2015-08-02,2020-07-01,"Parole","Completed","Property"
"10138475","Male","White, non-Hispanic",2013,2020,2013-01-16,2020-06-23,"Parole","Completed","Drugs"
"10138484","Male","White, non-Hispanic",2020,2021,2020-02-08,2021-05-08,"Probation","Completed","Property"
"10138484","Male","White, non-Hispanic",2023,NA,2023-10-24,NA,"Parole",NA,"Other"
"10138492","Male","Black, non-Hispanic",2020,2023,2020-04-27,2023-06-23,"Parole","Completed","Violent"
"10138503","Male","Black, non-Hispanic",2022,NA,2022-01-29,NA,"Parole",NA,"Missing"
"10138540","Male","White, non-Hispanic",2010,2021,2010-12-02,2021-02-23,"Probation","Other","Violent"
"10138555","Male","Missing",2023,NA,2023-04-07,NA,"Probation",NA,"Other"
"10138564","Male","Black, non-Hispanic",2018,NA,2018-02-06,NA,"Parole",NA,"Other"
"10138569","Female","Black, non-Hispanic",2018,2020,2018-10-25,2020-10-21,"Parole","Other","Other"
"10138569","Female","Black, non-Hispanic",2022,2023,2022-03-18,2023-06-17,"Probation","Completed","Property"
"10138570","Male","White, non-Hispanic",2017,2019,2017-06-29,2019-10-12,"Probation","Completed","Violent"
"10138604","Male","Missing",2021,NA,2021-02-11,NA,"Parole",NA,"Violent"
"10138613","Male","White, non-Hispanic",2023,NA,2023-10-09,NA,"Probation",NA,"Other"
"10138614","Male","Black, non-Hispanic",2020,NA,2020-06-21,NA,"Parole",NA,"Drugs"
"10138620","Male","Black, non-Hispanic",2019,NA,2019-12-24,NA,"Probation",NA,"Missing"
"10138629","Male","White, non-Hispanic",2021,2022,2021-06-27,2022-09-10,"Probation","Completed","Property"
"10138649","Male","Missing",2019,NA,2019-02-10,NA,"Parole",NA,"Property"
"10138651","Male","White, non-Hispanic",2021,NA,2021-05-18,NA,"Probation",NA,"Violent"
"10138656","Male","White, non-Hispanic",2019,NA,2019-02-10,NA,"Parole",NA,"Violent"
"10138675","Male","White, non-Hispanic",2020,2023,2020-11-30,2023-10-18,"Parole","Completed","Violent"
"10138686","Female","Black, non-Hispanic",2021,2021,2021-05-31,2021-11-10,"Probation","Revoked","Violent"
"10138687","Male","Hispanic, any race",2019,2019,2019-12-19,2019-12-21,"Probation","Completed","Violent"
"10138690","Male","White, non-Hispanic",2019,2019,2019-01-17,2019-05-01,"Probation","Other","Drugs"
"10138701","Female","Black, non-Hispanic",2017,2022,2017-05-04,2022-03-24,"Probation","Revoked","Violent"
"10138707","Male","Other, non-Hispanic",2019,2021,2019-10-24,2021-03-11,"Parole","Completed","Other"
"10138742","Female","White, non-Hispanic",2019,2019,2019-03-04,2019-05-14,"Probation","Other","Property"
"10138756","Male","Missing",2018,2019,2018-11-24,2019-12-30,"Parole","Completed","Property"
"10138833","Female","White, non-Hispanic",2021,2023,2021-04-04,2023-11-06,"Probation","Completed","Property"
"10138837","Male","Hispanic, any race",2022,2022,2022-06-13,2022-09-02,"Probation","Other","Violent"
"10138846","Male","White, non-Hispanic",2020,2022,2020-05-31,2022-03-26,"Probation","Completed","Violent"
"10138860","Male","White, non-Hispanic",2007,2021,2007-10-29,2021-07-04,"Probation","Revoked","Violent"
"10138876","Male","White, non-Hispanic",2014,NA,2014-09-04,NA,"Parole",NA,"Other"
"10138885","Female","White, non-Hispanic",2017,2019,2017-11-25,2019-11-27,"Parole","Revoked","Other"
"10138885","Female","White, non-Hispanic",2022,2023,2022-05-20,2023-12-06,"Parole","Completed","Drugs"
"10138888","Male","Other, non-Hispanic",2022,2023,2022-07-16,2023-12-13,"Probation","Completed","Drugs"
"10138892","Male","Black, non-Hispanic",2022,2022,2022-07-03,2022-07-13,"Probation","Completed","Drugs"
"10138904","Male","Black, non-Hispanic",2016,2019,2016-01-21,2019-02-13,"Probation","Revoked","Drugs"
"10138906","Male","Hispanic, any race",2018,2020,2018-12-30,2020-10-12,"Probation","Completed","Other"
"10138932","Male","Missing",2014,2021,2014-10-16,2021-05-15,"Probation","Revoked","Other"
"10138952","Male","White, non-Hispanic",2018,2019,2018-03-28,2019-08-27,"Probation","Revoked","Drugs"
"10138961","Male","Missing",2018,2021,2018-07-16,2021-03-09,"Probation","Completed","Violent"
"10138971","Female","Hispanic, any race",2023,NA,2023-12-05,NA,"Probation",NA,"Drugs"
"10138977","Male","Hispanic, any race",2021,NA,2021-03-25,NA,"Parole",NA,"Drugs"
"10138991","Male","White, non-Hispanic",2020,2021,2020-02-03,2021-06-27,"Probation","Completed","Property"
