"id","gender","race","hearing_year","hearing_type","risk_level"
2137,"Female","White",2019,"Regular","Medium"
2138,"Male","White",2020,"Regular",NA
2139,"Male",NA,2018,NA,"Medium"
2140,"Male","White",2019,"Regular","High"
2141,"Male","White",2022,"Revocation","Medium"
2142,"Male","White",2022,"Revocation","High"
2143,"Male","White",2018,NA,"Medium"
2144,"Male","White",2018,NA,"Medium"
2145,"Male","American Indian or Alaskan Native",2018,NA,"High"
2146,"Male","White",2017,"Regular","High"
2147,"Male","White",2021,"Regular","High"
2148,"Male","White",2020,"Regular","High"
2149,"Male","White",2022,"Revocation","Medium"
2150,"Male","White",2017,"Other","High"
2151,"Male","White",2016,"Other","High"
2152,"Male","White",2019,"Regular","Medium"
2153,"Female","White",2022,"Revocation","Medium"
2154,"Male","White",2022,"Regular","High"
2155,"Male",NA,2020,"Regular","Medium"
2156,"Female","White",2016,"Other","Medium"
2157,"Male",NA,2023,"Revocation","Medium"
2158,"Female","White",2019,"Regular","Medium"
2159,"Male","White",2021,"Regular","Medium"
2160,"Male","White",2017,"Regular","High"
2161,"Male","White",2022,"Revocation","High"
2162,"Male","White",2022,"Revocation","High"
2163,"Male","White",2022,"Revocation","Medium"
2164,"Male","White",2020,"Regular","High"
2165,"Male","White",2021,"Regular","Medium"
2166,"Male","White",2020,"Regular","Medium"
2167,"Male","American Indian or Alaskan Native",2022,"Revocation","Medium"
2168,"Male","White",2018,NA,"Medium"
2169,"Male","White",2016,"Disciplinary","Medium"
2170,"Male","White",2022,"Revocation","High"
2171,"Male","White",2022,"Revocation","Medium"
2172,"Male","White",2017,"Regular","High"
2173,"Male","White",2019,"Regular","High"
2174,"Male","White",2020,"Regular","Medium"
2175,"Male","White",2017,"Regular","High"
2176,"Male","White",2022,"Revocation","High"
2177,"Female",NA,2020,"Regular","Medium"
2178,"Male","White",2016,"Other","Medium"
2179,"Female","White",2018,NA,"Medium"
2180,"Male","White",2020,"Regular","High"
2181,"Male","White",2016,"Other","High"
2182,"Male","White",2021,"Regular","Medium"
2183,"Male","White",2017,"Regular","High"
2184,"Male","White",2019,"Regular","High"
2185,"Male","White",2020,"Regular","High"
2186,"Female","White",2018,NA,"Low"
2187,"Male","White",2020,"Regular","High"
2188,"Male","White",2023,"Revocation","High"
2189,"Male","White",2016,"Other","High"
2190,"Male","White",2021,"Regular","High"
2191,"Male","White",2016,"Disciplinary","Medium"
2192,"Male","White",2019,"Regular","High"
2193,"Male","White",2019,"Regular","High"
2194,"Male","White",2022,"Revocation","High"
2195,"Male","White",2017,"Regular","High"
2196,"Male","White",2023,"Revocation","High"
2197,"Male","White",2020,"Regular","Medium"
2198,"Male","Black",2023,"Revocation","Medium"
2199,"Male","White",2017,"Regular",NA
2200,"Male","White",2021,"Regular","High"
2201,"Male","White",2018,NA,"High"
2202,"Male","White",2021,"Regular","High"
2203,"Male","White",2018,NA,"Medium"
2204,"Male","White",2023,"Revocation","Medium"
2205,"Female","White",2023,"Revocation","Low"
2206,"Male","White",2017,"Regular","Medium"
2207,"Male","White",2023,"Revocation","High"
2208,"Male","White",2018,NA,"Medium"
2209,"Male","White",2023,"Revocation","Medium"
2210,NA,"White",2023,"Revocation","Low"
2211,"Male","White",2016,"Disciplinary","High"
2212,"Male","White",2016,"Other","Medium"
2213,"Male","White",2020,"Regular","Medium"
2214,"Male","White",2016,"Other","Medium"
2215,"Male","White",2021,"Regular","Medium"
2216,"Male","White",2020,"Regular","Medium"
2217,"Male","White",2023,"Revocation","Medium"
2218,"Male","White",2023,"Revocation","High"
2219,"Male","White",2022,"Revocation","Medium"
2220,"Male","White",2020,"Regular","High"
2221,"Female","White",2020,"Regular","Low"
2222,"Male","White",2019,"Regular","High"
2223,"Male","White",2022,"Regular","Medium"
2224,"Male","White",2019,"Regular","High"
2225,"Male","White",2017,"Other","Medium"
2226,"Male","White",2022,"Revocation","High"
2227,"Male","White",2017,"Regular","High"
2228,"Female","White",2023,"Revocation","Low"
2229,"Male","American Indian or Alaskan Native",2022,"Revocation","Medium"
2230,"Male","White",2021,"Regular","Medium"
2231,"Male","White",2017,"Regular","High"
2232,"Male","White",2023,"Revocation","Medium"
2233,"Male","White",2017,"Regular","Medium"
2234,NA,"White",2023,"Revocation","Low"
2235,"Male","White",2023,"Revocation","High"
2236,NA,"Black",2020,"Regular","Low"
2237,"Male","White",2023,"Revocation","High"
2238,"Male","White",2021,"Regular","High"
2239,"Male","White",2018,NA,"High"
2240,"Male","White",2020,"Regular","Medium"
2241,"Male","White",2020,"Regular","High"
2242,"Male","White",2021,"Regular","Medium"
2243,"Male","White",2023,"Revocation","High"
2244,"Male","White",2016,"Other","High"
2245,"Male","White",2019,"Regular","High"
2246,"Male","White",2018,NA,"Medium"
2247,"Female","White",2017,"Regular","Medium"
2248,"Male","White",2019,"Regular","Medium"
2249,"Male","White",2018,NA,"High"
2250,"Female","White",2022,"Revocation","Low"
2251,"Male","White",2016,"Other","High"
2252,"Female","American Indian or Alaskan Native",2022,"Revocation","Medium"
2253,"Male","White",2018,NA,"High"
2254,"Male","White",2017,"Regular","High"
2255,"Female","White",2022,"Revocation","Medium"
2256,"Male","White",2019,"Regular",NA
2257,"Male","White",2023,"Revocation","High"
2258,"Male","Black",2019,"Regular","High"
2259,"Male","White",2019,"Regular","High"
2260,"Male","White",2016,"Disciplinary","High"
2261,"Female","White",2016,"Other","Medium"
2262,"Male","White",2023,"Revocation","High"
2263,"Male","Unknown",2020,"Regular","Medium"
2264,"Male","White",2023,"Revocation","Medium"
2265,"Male","White",2020,"Regular","High"
2266,NA,"White",2017,"Regular","Low"
2267,"Female","Black",2020,"Regular","Medium"
2268,"Female","White",2017,"Regular","Medium"
2269,"Male","White",2020,"Regular","High"
2270,"Male","White",2023,"Revocation","High"
2271,"Male","White",2022,"Revocation","Medium"
2272,"Female","White",2020,"Regular","Medium"
2273,"Male","White",2016,"Other","High"
2274,"Male","White",2019,"Regular","High"
2275,"Male","White",2020,"Regular","Medium"
2276,"Male","White",2023,"Revocation","High"
2277,"Female","White",2017,"Regular","Medium"
2278,"Female","White",2023,"Revocation","Medium"
2279,"Male","White",2022,"Revocation","Medium"
2280,"Male","White",2017,"Regular","Medium"
2281,"Male","White",2016,"Other","Medium"
2282,"Male","White",2018,NA,"Medium"
2283,"Male",NA,2016,"Disciplinary","Medium"
2284,"Male","White",2022,"Revocation","High"
2285,"Male","White",2020,"Regular",NA
2286,"Male","White",2018,NA,"Medium"
2287,"Male","White",2022,"Revocation","High"
2288,"Male","White",2020,"Regular","High"
2289,NA,"White",2016,"Other","Low"
2290,"Male","White",2022,"Revocation","Medium"
2291,"Male","American Indian or Alaskan Native",2022,"Revocation","High"
2292,"Male","White",2022,"Revocation",NA
2293,"Male","White",2022,"Revocation","High"
2294,"Male","White",2023,"Revocation",NA
2295,"Male","White",2017,"Regular",NA
2296,"Male","White",2020,"Regular","Medium"
2297,"Male","White",2016,"Disciplinary","High"
2298,"Male","White",2016,"Other","Medium"
2299,"Male","White",2022,"Revocation","High"
2300,"Male","White",2017,"Regular","High"
2301,"Male","White",2021,"Regular","High"
2302,"Male","White",2020,"Regular","High"
2303,"Male","White",2016,"Other","High"
2304,"Male","White",2021,"Regular","High"
2305,"Male","White",2023,"Revocation","Medium"
2306,"Female","Unknown",2019,"Regular","Low"
2307,"Female","White",2022,"Revocation","Medium"
2308,"Male","White",2018,NA,"Medium"
2309,"Male","White",2022,"Revocation","Medium"
2310,"Male","White",2021,"Regular","High"
2311,"Male","White",2018,NA,"Medium"
2312,"Male","White",2020,"Regular","High"
2313,"Male","White",2019,"Regular",NA
2314,"Female","White",2021,"Regular","Low"
2315,"Male","White",2021,"Regular","High"
2316,"Female","White",2019,"Regular","Medium"
2317,"Male","White",2020,"Regular","Medium"
2318,"Male","White",2019,"Regular","Medium"
2319,"Male","Unknown",2023,"Revocation","Medium"
2320,"Male","White",2019,"Regular",NA
2321,"Male","American Indian or Alaskan Native",2022,"Revocation","Medium"
2322,"Male","White",2020,"Regular","Medium"
2323,"Male","Black",2017,"Regular","Medium"
2324,"Male","White",2016,"Other","High"
2325,"Male","White",2018,NA,NA
2326,"Male","White",2017,"Regular","High"
2327,"Male","White",2017,"Regular","Medium"
2328,NA,"White",2018,NA,"Medium"
2329,"Male","White",2023,"Revocation","Medium"
2330,"Male","White",2022,"Regular","High"
2331,NA,"White",2019,"Regular","Low"
2332,"Male",NA,2019,"Regular","High"
2333,"Male","White",2019,"Regular","High"
2334,"Female","White",2020,"Regular","Medium"
2335,"Male","White",2021,"Regular","High"
2336,"Male","White",2019,"Regular","Medium"
2337,"Male","White",2020,"Regular","Medium"
2338,"Male","White",2018,NA,"High"
2339,"Male","White",2023,"Revocation","High"
2340,"Male","Black",2019,"Regular","Medium"
2341,"Male","White",2021,"Regular","Medium"
2342,"Male","White",2016,"Other","Medium"
2343,"Male","White",2017,"Regular","High"
2344,"Male","White",2017,"Regular","High"
2345,"Male","White",2018,NA,"High"
2346,"Male","White",2018,NA,NA
2347,"Male","White",2017,"Regular","Medium"
2348,"Male","White",2019,"Regular","Medium"
2349,"Male","White",2023,"Revocation","High"
2350,"Male","White",2020,"Regular","Medium"
2351,"Male","White",2017,"Other","Medium"
2352,"Male","White",2019,"Regular","Medium"
2353,"Male","White",2016,"Other","High"
2354,"Male","White",2023,"Revocation","High"
2355,"Male","White",2021,"Regular","High"
2356,"Male","White",2019,"Regular","Medium"
2357,"Male","White",2018,NA,"Medium"
2358,"Male","White",2019,"Regular","Medium"
2359,"Male","White",2017,"Regular","Medium"
2360,"Male","White",2021,"Regular","High"
2361,"Male","White",2021,"Regular","Medium"
2362,"Female","White",2018,NA,"Low"
2363,"Male","White",2022,"Revocation","High"
2364,"Male","White",2017,"Regular","Medium"
2365,"Female","White",2017,"Regular","Medium"
2366,"Male","White",2018,NA,"Medium"
2367,"Male","White",2017,"Regular",NA
2368,"Male","White",2021,"Regular","Medium"
2369,"Female","White",2022,"Revocation","Low"
2370,"Male","White",2019,"Regular","Medium"
2371,"Male","White",2021,"Regular","Medium"
2372,"Female","White",2018,NA,"Medium"
2373,"Female","White",2016,"Other","Low"
2374,"Male","White",2018,NA,"High"
2375,"Male",NA,2017,"Regular","Medium"
2376,"Male","White",2019,"Regular","High"
2377,"Male","White",2017,"Regular","High"
2378,"Male","White",2017,"Regular","Medium"
2379,"Male","American Indian or Alaskan Native",2020,"Regular","High"
2380,"Male","White",2021,"Regular","High"
2381,"Male","White",2023,"Revocation","High"
2382,"Male",NA,2018,NA,"High"
2383,"Male","White",2023,"Revocation","Medium"
2384,"Male",NA,2016,"Other","High"
2385,"Female","White",2021,"Regular","Medium"
2386,"Male","White",2023,"Revocation","High"
2387,NA,"American Indian or Alaskan Native",2017,"Regular","Medium"
2388,"Male","White",2017,"Other","High"
2389,"Female","White",2021,"Regular","Medium"
2390,"Male","White",2023,"Revocation","High"
2391,"Male","White",2017,"Regular","Medium"
2392,"Male","White",2021,"Regular","High"
2393,NA,"White",2023,"Revocation","Medium"
2394,"Male","White",2020,"Regular","High"
2395,"Male","White",2017,"Regular","Medium"
2396,"Male","White",2019,"Regular",NA
2397,"Male","White",2023,"Revocation","Medium"
2398,"Male","White",2020,"Regular","Medium"
2399,"Male","White",2019,"Regular","High"
2400,"Male","White",2022,"Revocation","Medium"
2401,"Male","White",2021,"Regular","Medium"
2402,"Male","White",2023,"Revocation","Medium"
2403,"Male","Black",2017,"Regular","High"
2404,"Male","White",2021,"Regular","Medium"
2405,NA,"White",2018,NA,"Low"
2406,"Male","White",2022,"Revocation","High"
2407,"Male","White",2022,"Revocation","High"
2408,"Male","White",2022,"Revocation","Medium"
2409,"Male","White",2019,"Regular","High"
2410,"Male","White",2017,"Regular","High"
2411,"Female","White",2022,"Revocation","Medium"
2412,"Male","White",2019,"Regular","High"
2413,"Male","White",2016,"Other","High"
2414,"Male","White",2022,"Regular","Medium"
2415,"Female","White",2022,"Revocation","Low"
2416,"Male","White",2017,"Other","High"
2417,"Female","Black",2020,"Regular","Medium"
2418,"Female","White",2023,"Revocation","Medium"
2419,"Male","White",2019,"Regular","High"
2420,"Male","White",2022,"Regular","Medium"
2421,NA,"White",2021,"Regular","Low"
2422,"Male","White",2019,"Regular","High"
2423,"Male","White",2023,"Revocation","Medium"
2424,"Male","White",2023,"Revocation","Medium"
2425,"Male","White",2020,"Regular","Medium"
2426,NA,"White",2021,"Regular","Low"
2427,"Male","White",2022,"Revocation","Medium"
2428,"Male","White",2017,"Regular","High"
2429,"Male","White",2022,"Revocation","High"
2430,"Male","White",2016,"Disciplinary","Medium"
2431,"Male","White",2016,"Other","High"
2432,"Male","White",2017,"Regular","Medium"
2433,"Male","White",2020,"Regular","High"
2434,"Male","White",2021,"Regular","Medium"
2435,"Male","White",2023,"Revocation","Medium"
2436,"Male","White",2019,"Regular","Medium"
2437,NA,"White",2019,"Regular","Low"
2438,"Male","White",2019,"Regular","High"
2439,"Male",NA,2018,NA,"High"
2440,"Male","American Indian or Alaskan Native",2019,"Regular","High"
2441,"Female","White",2016,"Disciplinary","Medium"
2442,"Male","White",2020,"Regular","High"
2443,"Male","White",2019,"Regular","Medium"
2444,"Female","White",2016,"Disciplinary","Medium"
2445,"Female","White",2016,"Other","Medium"
2446,"Male","White",2023,"Revocation","High"
2447,"Male","White",2019,"Regular","High"
2448,"Male",NA,2019,"Regular","High"
2449,"Male","White",2022,"Revocation","High"
2450,"Male","White",2016,"Other","Medium"
2451,"Male","White",2018,NA,"Medium"
2452,"Male","White",2018,NA,"High"
2453,"Female","White",2019,"Regular","Medium"
2454,NA,"White",2022,"Revocation","High"
2455,"Male","White",2019,"Regular","High"
2456,"Male","White",2019,"Regular","High"
2457,"Male","White",2021,"Regular","Medium"
2458,"Male","White",2019,"Regular","High"
2459,"Male","White",2019,"Regular","High"
2460,"Male","White",2018,NA,"High"
2461,"Male","White",2019,"Regular","High"
2462,"Female","White",2017,"Other","Low"
2463,"Male","White",2017,"Regular","Medium"
2464,"Male","White",2021,"Regular","High"
2465,"Male","White",2020,"Regular","Medium"
2466,"Female","White",2019,"Regular","Medium"
2467,"Female","White",2021,"Regular","Low"
2468,"Male","White",2018,NA,"Medium"
2469,"Male","Asian or Pacific Islander",2020,"Regular","High"
2470,"Male","White",2023,"Revocation","High"
2471,"Male","White",2023,"Revocation","High"
2472,"Male",NA,2020,"Regular","Medium"
2473,"Male","White",2021,"Regular","Medium"
2474,"Male","White",2016,"Other","High"
2475,"Male","White",2016,"Other","High"
2476,"Male","White",2018,NA,"Medium"
2477,"Male","White",2021,"Regular","Medium"
2478,"Male","White",2021,"Regular",NA
2479,"Male","White",2023,"Revocation","Medium"
2480,"Male","White",2020,"Regular","High"
2481,"Male","White",2023,"Revocation","High"
2482,"Male","White",2023,"Revocation","High"
2483,"Male",NA,2016,"Other","High"
2484,"Male","White",2017,"Regular","Medium"
2485,"Male","White",2016,"Other","Medium"
2486,"Male","American Indian or Alaskan Native",2022,"Revocation","High"
2487,"Male","American Indian or Alaskan Native",2020,"Regular","High"
2488,"Male","White",2022,"Regular","High"
2489,"Male","White",2020,"Regular","High"
2490,"Male","White",2020,"Regular","High"
2491,"Male","White",2018,NA,"High"
2492,"Male",NA,2018,NA,"High"
2493,"Male","American Indian or Alaskan Native",2020,"Regular","High"
2494,"Male","White",2017,"Regular","High"
2495,"Male","White",2019,"Regular","High"
2496,"Male","White",2023,"Revocation","High"
2497,"Male","White",2021,"Regular","High"
2498,"Male","White",2021,"Regular","High"
2499,"Male","White",2019,"Regular","High"
2500,"Male","White",2023,"Revocation","High"
2501,"Male","White",2016,"Other","High"
2502,"Female","White",2021,"Regular","Medium"
2503,"Female","White",2022,"Revocation","Low"
2504,"Male","White",2019,"Regular","High"
2505,"Male","White",2020,"Regular","High"
2506,"Female","White",2020,"Regular","Medium"
2507,"Male","White",2019,"Regular","High"
2508,"Male","White",2020,"Regular","High"
2509,"Male","White",2020,"Regular",NA
2510,"Male","White",2018,NA,"High"
2511,"Female","White",2019,"Regular","Medium"
2512,"Male","White",2023,"Revocation","High"
2513,"Male","White",2016,"Other","High"
2514,"Male","White",2018,NA,"Medium"
2515,"Male","White",2022,"Revocation","High"
2516,"Male","White",2023,"Revocation","High"
2517,"Male","Black",2016,"Disciplinary","Medium"
2518,"Female","White",2023,"Revocation","Medium"
2519,"Male","White",2019,"Regular","Medium"
2520,"Female",NA,2019,"Regular","Medium"
2521,"Male","White",2019,"Regular","High"
2522,"Male","White",2016,"Disciplinary","High"
2523,"Male","White",2017,"Regular","Medium"
2524,"Male","White",2017,"Other","High"
2525,"Male","White",2021,"Regular","Medium"
2526,"Male","White",2021,"Regular","Medium"
2527,"Male","White",2020,"Regular","Medium"
2528,"Male","White",2016,"Other","High"
2529,"Female","White",2023,"Revocation","Low"
