"state","metric","year","total"
"Michigan","Probation Violation Admissions","2021",993
"Michigan","Probation New Offense Violation Admissions","2021",576
"Michigan","Probation Technical Violation Admissions","2021",417
"Michigan","Parole Violation Admissions","2021",1820
"Michigan","Parole New Offense Violation Admissions","2021",740
"Michigan","Parole Technical Violation Admissions","2021",1080
"Michigan","Total Population","2021",32186
"Michigan","Supervision Violation Population","2021",1330
"Michigan","Probation Violation Population","2021",NA
"Michigan","Probation New Offense Violation Population","2021",NA
"Michigan","Probation Technical Violation Population","2021",NA
"Michigan","Parole Violation Population","2021",1330
"Michigan","Parole New Offense Violation Population","2021",NA
"Michigan","Parole Technical Violation Population","2021",1330
"Minnesota","Total Admissions","2018",7767
"Minnesota","Supervision Violation Admissions","2018",4938
"Minnesota","Probation Violation Admissions","2018",1774
"Minnesota","Probation New Offense Violation Admissions","2018",NA
"Minnesota","Probation Technical Violation Admissions","2018",NA
"Minnesota","Parole Violation Admissions","2018",3164
"Minnesota","Parole New Offense Violation Admissions","2018",393
"Minnesota","Parole Technical Violation Admissions","2018",2771
"Minnesota","Total Population","2018",9821
"Minnesota","Supervision Violation Population","2018",3033
"Minnesota","Probation Violation Population","2018",1305
"Minnesota","Probation New Offense Violation Population","2018",NA
"Minnesota","Probation Technical Violation Population","2018",1305
"Minnesota","Parole Violation Population","2018",1728
"Minnesota","Parole New Offense Violation Population","2018",534
"Minnesota","Parole Technical Violation Population","2018",1194
"Minnesota","Total Admissions","2019",7123
"Minnesota","Supervision Violation Admissions","2019",4470
"Minnesota","Probation Violation Admissions","2019",1615
"Minnesota","Probation New Offense Violation Admissions","2019",NA
"Minnesota","Probation Technical Violation Admissions","2019",NA
"Minnesota","Parole Violation Admissions","2019",2855
"Minnesota","Parole New Offense Violation Admissions","2019",388
"Minnesota","Parole Technical Violation Admissions","2019",2467
"Minnesota","Total Population","2019",9597
"Minnesota","Supervision Violation Population","2019",2911
"Minnesota","Probation Violation Population","2019",1174
"Minnesota","Probation New Offense Violation Population","2019",NA
"Minnesota","Probation Technical Violation Population","2019",1174
"Minnesota","Parole Violation Population","2019",1737
"Minnesota","Parole New Offense Violation Population","2019",603
"Minnesota","Parole Technical Violation Population","2019",1134
"Minnesota","Total Admissions","2020",5553
"Minnesota","Supervision Violation Admissions","2020",3488
"Minnesota","Probation Violation Admissions","2020",1285
"Minnesota","Probation New Offense Violation Admissions","2020",NA
"Minnesota","Probation Technical Violation Admissions","2020",NA
"Minnesota","Parole Violation Admissions","2020",2203
"Minnesota","Parole New Offense Violation Admissions","2020",293
"Minnesota","Parole Technical Violation Admissions","2020",1910
"Minnesota","Total Population","2020",8330
"Minnesota","Supervision Violation Population","2020",2166
"Minnesota","Probation Violation Population","2020",973
"Minnesota","Probation New Offense Violation Population","2020",NA
"Minnesota","Probation Technical Violation Population","2020",973
"Minnesota","Parole Violation Population","2020",1193
"Minnesota","Parole New Offense Violation Population","2020",533
"Minnesota","Parole Technical Violation Population","2020",660
"Minnesota","Total Admissions","2021",3758
"Minnesota","Supervision Violation Admissions","2021",2254
"Minnesota","Probation Violation Admissions","2021",778
"Minnesota","Probation New Offense Violation Admissions","2021",NA
"Minnesota","Probation Technical Violation Admissions","2021",NA
"Minnesota","Parole Violation Admissions","2021",1476
"Minnesota","Parole New Offense Violation Admissions","2021",235
"Minnesota","Parole Technical Violation Admissions","2021",1241
"Minnesota","Total Population","2021",7369
"Minnesota","Supervision Violation Population","2021",1834
"Minnesota","Probation Violation Population","2021",734
"Minnesota","Probation New Offense Violation Population","2021",NA
"Minnesota","Probation Technical Violation Population","2021",734
"Minnesota","Parole Violation Population","2021",1100
"Minnesota","Parole New Offense Violation Population","2021",473
"Minnesota","Parole Technical Violation Population","2021",627
"Mississippi","Total Admissions","2018",8626
"Mississippi","Supervision Violation Admissions","2018",3869
"Mississippi","Probation Violation Admissions","2018",1882
"Mississippi","Probation New Offense Violation Admissions","2018",563
"Mississippi","Probation Technical Violation Admissions","2018",1319
"Mississippi","Parole Violation Admissions","2018",1987
"Mississippi","Parole New Offense Violation Admissions","2018",392
"Mississippi","Parole Technical Violation Admissions","2018",1595
"Mississippi","Total Population","2018",19276
"Mississippi","Supervision Violation Population","2018",5705
"Mississippi","Probation Violation Population","2018",4091
"Mississippi","Probation New Offense Violation Population","2018",1987
"Mississippi","Probation Technical Violation Population","2018",2104
"Mississippi","Parole Violation Population","2018",1614
"Mississippi","Parole New Offense Violation Population","2018",619
"Mississippi","Parole Technical Violation Population","2018",995
"Mississippi","Total Admissions","2019",8028
"Mississippi","Supervision Violation Admissions","2019",3740
"Mississippi","Probation Violation Admissions","2019",1720
"Mississippi","Probation New Offense Violation Admissions","2019",535
"Mississippi","Probation Technical Violation Admissions","2019",1185
"Mississippi","Parole Violation Admissions","2019",2020
"Mississippi","Parole New Offense Violation Admissions","2019",339
"Mississippi","Parole Technical Violation Admissions","2019",1681
"Mississippi","Total Population","2019",19426
"Mississippi","Supervision Violation Population","2019",5786
"Mississippi","Probation Violation Population","2019",3801
"Mississippi","Probation New Offense Violation Population","2019",1807
"Mississippi","Probation Technical Violation Population","2019",1994
"Mississippi","Parole Violation Population","2019",1985
"Mississippi","Parole New Offense Violation Population","2019",645
"Mississippi","Parole Technical Violation Population","2019",1340
"Mississippi","Total Admissions","2020",6246
"Mississippi","Supervision Violation Admissions","2020",3025
"Mississippi","Probation Violation Admissions","2020",1322
"Mississippi","Probation New Offense Violation Admissions","2020",295
"Mississippi","Probation Technical Violation Admissions","2020",1027
"Mississippi","Parole Violation Admissions","2020",1703
"Mississippi","Parole New Offense Violation Admissions","2020",172
"Mississippi","Parole Technical Violation Admissions","2020",1531
"Mississippi","Total Population","2020",17586
"Mississippi","Supervision Violation Population","2020",5127
"Mississippi","Probation Violation Population","2020",3357
"Mississippi","Probation New Offense Violation Population","2020",1518
"Mississippi","Probation Technical Violation Population","2020",1839
"Mississippi","Parole Violation Population","2020",1770
"Mississippi","Parole New Offense Violation Population","2020",532
"Mississippi","Parole Technical Violation Population","2020",1238
"Mississippi","Total Admissions","2021",6417
"Mississippi","Supervision Violation Admissions","2021",3204
"Mississippi","Probation Violation Admissions","2021",1410
"Mississippi","Probation New Offense Violation Admissions","2021",417
"Mississippi","Probation Technical Violation Admissions","2021",993
"Mississippi","Parole Violation Admissions","2021",1794
"Mississippi","Parole New Offense Violation Admissions","2021",314
"Mississippi","Parole Technical Violation Admissions","2021",1480
"Mississippi","Total Population","2021",17339
"Mississippi","Supervision Violation Population","2021",4988
"Mississippi","Probation Violation Population","2021",3305
"Mississippi","Probation New Offense Violation Population","2021",1571
"Mississippi","Probation Technical Violation Population","2021",1734
"Mississippi","Parole Violation Population","2021",1683
"Mississippi","Parole New Offense Violation Population","2021",551
"Mississippi","Parole Technical Violation Population","2021",1132
"Missouri","Total Admissions","2018",18803
"Missouri","Supervision Violation Admissions","2018",9312
"Missouri","Probation Violation Admissions","2018",2681
"Missouri","Probation New Offense Violation Admissions","2018",927
"Missouri","Probation Technical Violation Admissions","2018",1754
"Missouri","Parole Violation Admissions","2018",6631
"Missouri","Parole New Offense Violation Admissions","2018",3088
"Missouri","Parole Technical Violation Admissions","2018",3543
"Missouri","Total Population","2018",31724
"Missouri","Supervision Violation Population","2018",17378
"Missouri","Probation Violation Population","2018",9969
"Missouri","Probation New Offense Violation Population","2018",5800
"Missouri","Probation Technical Violation Population","2018",4169
"Missouri","Parole Violation Population","2018",7409
"Missouri","Parole New Offense Violation Population","2018",3795
"Missouri","Parole Technical Violation Population","2018",3614
"Missouri","Total Admissions","2019",16612
"Missouri","Supervision Violation Admissions","2019",8240
"Missouri","Probation Violation Admissions","2019",2330
"Missouri","Probation New Offense Violation Admissions","2019",846
"Missouri","Probation Technical Violation Admissions","2019",1484
"Missouri","Parole Violation Admissions","2019",5910
"Missouri","Parole New Offense Violation Admissions","2019",2548
"Missouri","Parole Technical Violation Admissions","2019",3362
"Missouri","Total Population","2019",26044
"Missouri","Supervision Violation Population","2019",9994
"Missouri","Probation Violation Population","2019",6265
"Missouri","Probation New Offense Violation Population","2019",3987
"Missouri","Probation Technical Violation Population","2019",2278
"Missouri","Parole Violation Population","2019",3729
"Missouri","Parole New Offense Violation Population","2019",2445
"Missouri","Parole Technical Violation Population","2019",1284
"Missouri","Total Admissions","2020",13898
"Missouri","Supervision Violation Admissions","2020",7494
"Missouri","Probation Violation Admissions","2020",1861
